Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title ,Undergrad scenario body,Undergrad scenario body #2 (negation scenarios only),Undergrad comprehension question,Undergrad correct response,Undergrad incorrect response,Undergrad photo link,Undergrad photo name,Letters Missing,Occurrence
Academics/Work/Career Development,Social Situations,,Coffee shop,"You are working on a project with a classmate at a small table in a coffee shop, and when your coffee arrives, you accidentally spill it all over their papers, which makes them jump in distress.","After you clean up the mess as best as you can, you realize that their response was a normal, knee-jerk reaction. They say that they are not upset with you, and you believe that they are sincere.",Your classmate is probably ...,Not bothered.,Annoyed.,https://drive.google.com/file/d/1g0Aaap92WMbAwnbJvE20t419aXKMEHdi/view?usp=sharing,,1,3
Academics/Work/Career Development,,,A Crucial Call,"Today, you will receive an important call. You'll find out if you got the internship you interviewed for. As you think about waiting for the call, your anxiety is tolerable.",N/A,Are you able to tolerate feeling anxious while waiting for the call?,Yes,,https://drive.google.com/file/d/1fZ5gwS6hpP38y6RtFHzIC7gnpeeFtrLF/view?usp=sharing,,1,2
Academics/Work/Career Development,,,A night off,"You have a big project due at the end of the week. Your work isn't finished, but you consider taking a break to go out with friends. Taking the night off would be reasonable. ",N/A,Is it okay that you stopped working to go out with friends?  ,Yes,,https://drive.google.com/file/d/1sp47R6r1ixHVuH4FTKwHC2nrZaym61Iy/view?usp=sharing,,1,2
Academics/Work/Career Development,Mental Health,,A big presentation,You are about to give an important presentation. You are anxious about it. This feeling makes you exhilarated.,N/A,Are you excited about the presentation?,Yes,,https://drive.google.com/file/d/1Isymza3G0kL57wzhqwxZgxIn5utKL9wO/view?usp=sharing,,1,3
Academics/Work/Career Development,,,Public speaking,"As part of a language course, you are required to take an oral exam. The material has been briefly covered in class, and you were asked to do some individual research. During class, as you wait your turn, you feel that others will think you seem smart.",N/A,Will others think you seem intelligent when presenting?,Yes,,https://drive.google.com/file/d/1un3NKc9Sb0zVmL2t-X9oQ68FQeyI49D6/view?usp=sharing,,1,2
Family & Home Life,Social Situations,,Reconciling with your sibling,"A few days after an argument with your sibling, you decide to break the ice by asking them out for a drink. You get ready, and as you are about to leave, they call to say they can't make it after all. As you hang up, you think that this is because they are feeling exhausted.",N/A,Your sibling cancelled the meeting because they are ...,Exhausted from a busy week,Mad at you.,https://drive.google.com/file/d/1LZnhgjX_Ooy4zJ7r99Iydqi6bvIOcszd/view?usp=sharing,,1,3
Family & Home Life,,,A loud sound,"You are in your dorm room alone on your phone at night. You must have been dozing, because you suddenly wake up after hearing a loud noise. You look outside and see a squirrel.",N/A,Should you be frightened when you hear a noise at night?,No,,https://drive.google.com/file/d/1mXYVj2tQVdr2SWAl7lduCgRhIM3I6Ehy/view?usp=sharing,,1,2
Family & Home Life,Physical Health,,Health and aging,You go home for the holidays and notice that your parents are getting older. You find yourself wondering what their health will be like in the future. You think their health will likely be declining.,N/A,Your parents will probably ...,Get sicker in the future.,Remain healthy in the future.,https://drive.google.com/file/d/1WQ98TKdbZ08AjbW2rG-0WPXkWDfK2eYl/view?usp=sharing,,1,4
Family & Home Life,,,Travel decisions,"You are considering multiple options for where to go for spring break. You have only a little bit of information about each potential destination before you make your choice. When you decide, you feel satisfied.",N/A,Are you content with your decision for where to go on spring break?,Yes,,https://drive.google.com/file/d/1m7hh0KAbEypRGlvsWor7NXW3kZ2Bmlem/view?usp=sharing,,1,3
Family & Home Life,,,Space heater,"You rushed out of your dorm this morning. Once at school, you wonder whether you forgot to turn off your space heater. The likelihood that the space heater will cause a fire is minimal.",N/A,Will your space heater cause a fire? ,No,,https://drive.google.com/file/d/12yVqiIYwySGiWCN59JefWnXYMM955wDC/view?usp=sharing,,1,2
Family & Home Life,,,Finding Balance,"You are having friends over later, and there are a lot of things to clean before tonight. You also have a big project to work on that will take a lot of time. Balancing your home life and school life is stressful.","You look for a good artist to listen to while you do your chores. As you start to tackle your to-do list, you feel confident.",Are you overwhelmed by what you need to accomplish? ,No,,https://drive.google.com/file/d/1cQbfhuu2-vL7J0Igqz9iQOuZsJQ0wTlZ/view?usp=sharing,,1,2
Family & Home Life,,,Running Low on Battery,"You're going on a long car ride with your family to visit family in another part of the state. After an hour, you notice your phone battery is almost dead and you don't have a charger. You think about the rest of the car ride and feel like you will be miserable.","After worrying about it for a few minutes, you realize that you can use this time to talk to your family. You feel  better.",Will the car ride be ok without your phone?,Yes,,https://drive.google.com/file/d/1hVhpy_8MrHNJ7D6TGUs42mXmkuk4t4W8/view?usp=sharing,,1,2
Family & Home Life,Mental Health,,Stuck in the Middle,"You’re at home reading a book when you hear your roommates fighting. You wonder why they are yelling at each other, and then one of them says your name. You realize that the reason why they’re arguing is probably not your fault.",N/A,Is it your fault that your roommates are fighting?,No,,https://drive.google.com/file/d/1ftgcSnzMhpFI41H8c5OD_1qoWZWEzBP2/view?usp=sharing,,1,4
Family & Home Life,,,Dealing with Embarrassment,"Your guardian is moving you in at the start of a new semester.  As they drop you off, they are really loud and make you feel embarrassed. As you get out of the car, you feel fine.",N/A,Are you able to tolerate your guardian moving you in? ,Yes,,https://drive.google.com/file/d/1_yNUHw34Vp2RxqAunp0iGwPNqOzTzKbc/view?usp=sharing,,1,2
Family & Home Life,Finances,,Career Pressures,"You are in the middle of a big decision about your next step career-wise. You know what careers interest you, but they aren't particularly high-paying and your family is urging you to pick an option that makes more money. You remind yourself that it is your life and it is worth choosing the option that will make you happier.",,Will you be okay financially if you don't pick the option your family wants?,Yes,No,https://drive.google.com/file/d/1aqgYAVCSNClDaQQ-yYZHYGFaFyjOuRZu/view?usp=sharing,,1,2
Family & Home Life,,,Differing Beliefs,"You and your extended family have very different political and religious beliefs. You make a strong effort to have a good relationship with your family, but disagreements at a recent gathering caused some tension.","As time goes on, you do not expect your family to drift apart, and you think that your family will become closer.",Will your family's relationships become more strained as time goes on?,No,Yes,https://drive.google.com/file/d/1V9enBLw4iWozyu0nY4pNLSUJ4-RiRp_s/view?usp=sharing,,1,4
Family & Home Life,,,Noises in the Night ,"You are home alone and it's night time. You hear a loud noise nearby. You think about what it can be, and think it is might be a frat.",N/A,Should you be worried about the loud noise? ,No,,https://drive.google.com/file/d/1bKVpQyIiNjcuRjuOIeMS22QHrXDyOtVu/view?usp=sharing,,1,3
Family & Home Life,,,A lucky find,"You are looking for a new apartment. While on your first tour, you fall in love with the place and decide to sign a lease. The fact that you did not check out other apartments makes you feel fine.",N/A,"When you move into your apartment, you will probably ...",Find that your apartment feels like home. ,Regret your decision. ,https://drive.google.com/file/d/1vHb2dINLjpzSvf2tdF5e5shVae0oDjxQ/view?usp=sharing,,1,2
Family & Home Life,,,Monday Phone Call,"Every Monday you call your grandmother to say hello. Today is Monday, and she did not pick up the phone when you called, which is unusual. Your grandmother probably did not answer the phone because she is busy.",N/A,Is your grandmother unable to talk because she is ill?,No,,https://drive.google.com/file/d/1IU_XvZOX6kp3NCD46xVyF4EAE13HCkWI/view?usp=sharing,,1,4
